File,Line,Begin Offset,End Offset,Type
output-x112.txt,23,58,84,INTERNET
output-x112.txt,23,86,105,INTERNET
output-x112.txt,24,0,9,INTERNET
output-x112.txt,24,119,142,INTERNET
output-x112.txt,24,144,159,INTERNET
output-x112.txt,25,5,20,PERSON
output-x112.txt,25,61,67,BRAND
output-x112.txt,26,140,145,PERSON
output-x112.txt,26,42,50,BRAND
output-x112.txt,26,168,174,BRAND
output-x112.txt,27,38,59,BRAND
output-x112.txt,27,130,153,INTERNET
output-x112.txt,27,155,170,INTERNET
output-x112.txt,28,37,42,BRAND
output-x112.txt,28,44,51,BRAND
output-x112.txt,28,81,87,BRAND
output-x112.txt,28,125,131,BRAND
output-x112.txt,28,165,169,BRAND
output-x112.txt,28,221,244,INTERNET
output-x112.txt,28,246,261,INTERNET
output-x112.txt,29,11,16,BRAND
output-x112.txt,29,42,51,INTERNET
output-x112.txt,30,76,102,INTERNET
output-x112.txt,30,104,123,INTERNET
output-x112.txt,31,16,25,INTERNET
output-x112.txt,31,62,88,INTERNET
output-x112.txt,31,90,109,INTERNET
output-x112.txt,32,58,84,INTERNET
output-x112.txt,32,86,105,INTERNET
output-x112.txt,33,0,9,INTERNET
output-x112.txt,33,119,142,INTERNET
output-x112.txt,33,144,159,INTERNET
output-x112.txt,34,5,20,PERSON
output-x112.txt,34,61,67,BRAND
output-x112.txt,35,140,145,PERSON
output-x112.txt,35,42,50,BRAND
output-x112.txt,35,168,174,BRAND
output-x112.txt,36,38,59,BRAND
output-x112.txt,36,130,153,INTERNET
output-x112.txt,36,155,170,INTERNET
output-x112.txt,37,37,42,BRAND
output-x112.txt,37,44,51,BRAND
output-x112.txt,37,81,87,BRAND
output-x112.txt,37,125,131,BRAND
output-x112.txt,37,165,169,BRAND
output-x112.txt,37,221,244,INTERNET
output-x112.txt,37,246,261,INTERNET
output-x112.txt,38,11,16,BRAND
output-x112.txt,38,42,51,INTERNET
output-x112.txt,39,76,102,INTERNET
output-x112.txt,39,104,123,INTERNET
output-x112.txt,40,16,25,INTERNET
output-x112.txt,40,62,88,INTERNET
output-x112.txt,40,90,109,INTERNET
output-x112.txt,41,58,84,INTERNET
output-x112.txt,41,86,105,INTERNET
output-x112.txt,42,0,9,INTERNET
output-x112.txt,42,119,142,INTERNET
output-x112.txt,42,144,159,INTERNET
output-x112.txt,43,5,20,PERSON
output-x112.txt,43,61,67,BRAND
output-x112.txt,44,140,145,PERSON
output-x112.txt,44,42,50,BRAND
output-x112.txt,44,168,174,BRAND
output-x112.txt,45,38,59,BRAND
output-x112.txt,45,130,153,INTERNET
output-x112.txt,45,155,170,INTERNET
output-x112.txt,46,37,42,BRAND
output-x112.txt,46,44,51,BRAND
output-x112.txt,46,81,87,BRAND
output-x112.txt,46,125,131,BRAND
output-x112.txt,46,165,169,BRAND
output-x112.txt,46,221,244,INTERNET
output-x112.txt,46,246,261,INTERNET
output-x112.txt,47,11,16,BRAND
output-x112.txt,47,42,51,INTERNET
output-x112.txt,48,76,102,INTERNET
output-x112.txt,48,104,123,INTERNET
output-x112.txt,49,16,25,INTERNET
output-x112.txt,49,62,88,INTERNET
output-x112.txt,49,90,109,INTERNET
output-x112.txt,50,58,84,INTERNET
output-x112.txt,50,86,105,INTERNET
output-x112.txt,51,0,9,INTERNET
output-x112.txt,51,119,142,INTERNET
output-x112.txt,51,144,159,INTERNET
output-x112.txt,52,5,20,PERSON
output-x112.txt,52,61,67,BRAND
output-x112.txt,53,140,145,PERSON
output-x112.txt,53,42,50,BRAND
output-x112.txt,53,168,174,BRAND
output-x112.txt,54,38,59,BRAND
output-x112.txt,54,130,153,INTERNET
output-x112.txt,54,155,170,INTERNET
output-x112.txt,55,37,42,BRAND
output-x112.txt,55,44,51,BRAND
output-x112.txt,55,81,87,BRAND
output-x112.txt,55,125,131,BRAND
output-x112.txt,55,165,169,BRAND
output-x112.txt,55,221,244,INTERNET
output-x112.txt,55,246,261,INTERNET
output-x112.txt,56,11,16,BRAND
output-x112.txt,56,42,51,INTERNET
output-x112.txt,57,76,102,INTERNET
output-x112.txt,57,104,123,INTERNET
output-x112.txt,58,16,25,INTERNET
output-x112.txt,58,62,88,INTERNET
output-x112.txt,58,90,109,INTERNET
output-x112.txt,59,58,84,INTERNET
output-x112.txt,59,86,105,INTERNET
output-x112.txt,60,0,9,INTERNET
output-x112.txt,60,119,142,INTERNET
output-x112.txt,60,144,159,INTERNET
output-x112.txt,61,5,20,PERSON
output-x112.txt,61,61,67,BRAND
output-x112.txt,62,140,145,PERSON
output-x112.txt,62,42,50,BRAND
output-x112.txt,62,168,174,BRAND
output-x112.txt,63,38,59,BRAND
output-x112.txt,63,130,153,INTERNET
output-x112.txt,63,155,170,INTERNET
output-x112.txt,64,37,42,BRAND
output-x112.txt,64,44,51,BRAND
output-x112.txt,64,81,87,BRAND
output-x112.txt,64,125,131,BRAND
output-x112.txt,64,165,169,BRAND
output-x112.txt,64,221,244,INTERNET
output-x112.txt,64,246,261,INTERNET
output-x112.txt,65,11,16,BRAND
output-x112.txt,65,42,51,INTERNET
output-x112.txt,66,76,102,INTERNET
output-x112.txt,66,104,123,INTERNET
output-x112.txt,67,16,25,INTERNET
output-x112.txt,67,62,88,INTERNET
output-x112.txt,67,90,109,INTERNET
output-x112.txt,68,58,84,INTERNET
output-x112.txt,68,86,105,INTERNET
output-x112.txt,69,0,9,INTERNET
output-x112.txt,69,119,142,INTERNET
output-x112.txt,69,144,159,INTERNET
output-x112.txt,70,5,20,PERSON
output-x112.txt,70,61,67,BRAND
output-x112.txt,71,140,145,PERSON
output-x112.txt,71,42,50,BRAND
output-x112.txt,71,168,174,BRAND
output-x112.txt,72,38,59,BRAND
output-x112.txt,72,130,153,INTERNET
output-x112.txt,72,155,170,INTERNET
output-x112.txt,73,37,42,BRAND
output-x112.txt,73,44,51,BRAND
output-x112.txt,73,81,87,BRAND
output-x112.txt,73,125,131,BRAND
output-x112.txt,73,165,169,BRAND
output-x112.txt,73,221,244,INTERNET
output-x112.txt,73,246,261,INTERNET
output-x112.txt,74,11,16,BRAND
output-x112.txt,74,42,51,INTERNET
output-x112.txt,75,76,102,INTERNET
output-x112.txt,75,104,123,INTERNET
output-x112.txt,76,16,25,INTERNET
output-x112.txt,76,62,88,INTERNET
output-x112.txt,76,90,109,INTERNET
output-x112.txt,77,58,84,INTERNET
output-x112.txt,77,86,105,INTERNET
output-x112.txt,78,0,9,INTERNET
output-x112.txt,78,119,142,INTERNET
output-x112.txt,78,144,159,INTERNET
output-x112.txt,79,5,20,PERSON
output-x112.txt,79,61,67,BRAND
output-x112.txt,80,140,145,PERSON
output-x112.txt,80,42,50,BRAND
output-x112.txt,80,168,174,BRAND
output-x112.txt,81,38,59,BRAND
output-x112.txt,81,130,153,INTERNET
output-x112.txt,81,155,170,INTERNET
output-x112.txt,82,37,42,BRAND
output-x112.txt,82,44,51,BRAND
output-x112.txt,82,81,87,BRAND
output-x112.txt,82,125,131,BRAND
output-x112.txt,82,165,169,BRAND
output-x112.txt,82,221,244,INTERNET
output-x112.txt,82,246,261,INTERNET
output-x112.txt,83,11,16,BRAND
output-x112.txt,83,42,51,INTERNET
output-x112.txt,84,76,102,INTERNET
output-x112.txt,84,104,123,INTERNET
output-x112.txt,85,16,25,INTERNET
output-x112.txt,85,62,88,INTERNET
output-x112.txt,85,90,109,INTERNET
output-x112.txt,86,58,84,INTERNET
output-x112.txt,86,86,105,INTERNET
output-x112.txt,87,0,9,INTERNET
output-x112.txt,87,119,142,INTERNET
output-x112.txt,87,144,159,INTERNET
output-x112.txt,88,5,20,PERSON
output-x112.txt,88,61,67,BRAND
output-x112.txt,89,140,145,PERSON
output-x112.txt,89,42,50,BRAND
output-x112.txt,89,168,174,BRAND
output-x112.txt,90,38,59,BRAND
output-x112.txt,90,130,153,INTERNET
output-x112.txt,90,155,170,INTERNET
output-x112.txt,91,37,42,BRAND
output-x112.txt,91,44,51,BRAND
output-x112.txt,91,81,87,BRAND
output-x112.txt,91,125,131,BRAND
output-x112.txt,91,165,169,BRAND
output-x112.txt,91,221,244,INTERNET
output-x112.txt,91,246,261,INTERNET
output-x112.txt,92,11,16,BRAND
output-x112.txt,92,42,51,INTERNET
output-x112.txt,93,76,102,INTERNET
output-x112.txt,93,104,123,INTERNET
output-x112.txt,94,16,25,INTERNET
output-x112.txt,94,62,88,INTERNET
output-x112.txt,94,90,109,INTERNET
output-x112.txt,95,58,84,INTERNET
output-x112.txt,95,86,105,INTERNET
output-x112.txt,96,0,9,INTERNET
output-x112.txt,96,119,142,INTERNET
output-x112.txt,96,144,159,INTERNET
output-x112.txt,97,5,20,PERSON
output-x112.txt,97,61,67,BRAND
output-x112.txt,98,140,145,PERSON
output-x112.txt,98,42,50,BRAND
output-x112.txt,98,168,174,BRAND
output-x112.txt,99,38,59,BRAND
output-x112.txt,99,130,153,INTERNET
output-x112.txt,99,155,170,INTERNET
output-x112.txt,100,37,42,BRAND
output-x112.txt,100,44,51,BRAND
output-x112.txt,100,81,87,BRAND
output-x112.txt,100,125,131,BRAND
output-x112.txt,100,165,169,BRAND
output-x112.txt,100,221,244,INTERNET
output-x112.txt,100,246,261,INTERNET
output-x112.txt,101,11,16,BRAND
output-x112.txt,101,42,51,INTERNET
output-x112.txt,102,76,102,INTERNET
output-x112.txt,102,104,123,INTERNET
output-x112.txt,103,16,25,INTERNET
output-x112.txt,103,62,88,INTERNET
output-x112.txt,103,90,109,INTERNET
output-x112.txt,104,58,84,INTERNET
output-x112.txt,104,86,105,INTERNET
output-x112.txt,105,0,9,INTERNET
output-x112.txt,105,119,142,INTERNET
output-x112.txt,105,144,159,INTERNET
output-x112.txt,106,5,20,PERSON
output-x112.txt,106,61,67,BRAND
output-x112.txt,107,140,145,PERSON
output-x112.txt,107,42,50,BRAND
output-x112.txt,107,168,174,BRAND
output-x112.txt,108,38,59,BRAND
output-x112.txt,108,130,153,INTERNET
output-x112.txt,108,155,170,INTERNET
output-x112.txt,109,37,42,BRAND
output-x112.txt,109,44,51,BRAND
output-x112.txt,109,81,87,BRAND
output-x112.txt,109,125,131,BRAND
output-x112.txt,109,165,169,BRAND
output-x112.txt,109,221,244,INTERNET
output-x112.txt,109,246,261,INTERNET
output-x112.txt,110,11,16,BRAND
output-x112.txt,110,42,51,INTERNET
output-x112.txt,111,76,102,INTERNET
output-x112.txt,111,104,123,INTERNET
output-x112.txt,112,16,25,INTERNET
output-x112.txt,112,62,88,INTERNET
output-x112.txt,112,90,109,INTERNET
output-x112.txt,113,58,84,INTERNET
output-x112.txt,113,86,105,INTERNET
output-x112.txt,114,0,9,INTERNET
output-x112.txt,114,119,142,INTERNET
output-x112.txt,114,144,159,INTERNET
output-x112.txt,115,5,20,PERSON
output-x112.txt,115,61,67,BRAND
output-x112.txt,116,140,145,PERSON
output-x112.txt,116,42,50,BRAND
output-x112.txt,116,168,174,BRAND
output-x112.txt,117,38,59,BRAND
output-x112.txt,117,130,153,INTERNET
output-x112.txt,117,155,170,INTERNET
output-x112.txt,118,37,42,BRAND
output-x112.txt,118,44,51,BRAND
output-x112.txt,118,81,87,BRAND
output-x112.txt,118,125,131,BRAND
output-x112.txt,118,165,169,BRAND
output-x112.txt,118,221,244,INTERNET
output-x112.txt,118,246,261,INTERNET
output-x112.txt,119,11,16,BRAND
output-x112.txt,119,42,51,INTERNET
output-x112.txt,120,76,102,INTERNET
output-x112.txt,120,104,123,INTERNET
output-x112.txt,121,16,25,INTERNET
output-x112.txt,121,62,88,INTERNET
output-x112.txt,121,90,109,INTERNET
output-x112.txt,122,58,84,INTERNET
output-x112.txt,122,86,105,INTERNET
output-x112.txt,123,0,9,INTERNET
output-x112.txt,123,119,142,INTERNET
output-x112.txt,123,144,159,INTERNET
output-x112.txt,124,5,20,PERSON
output-x112.txt,124,61,67,BRAND
output-x112.txt,125,140,145,PERSON
output-x112.txt,125,42,50,BRAND
output-x112.txt,125,168,174,BRAND
output-x112.txt,126,38,59,BRAND
output-x112.txt,126,130,153,INTERNET
output-x112.txt,126,155,170,INTERNET
output-x112.txt,127,37,42,BRAND
output-x112.txt,127,44,51,BRAND
output-x112.txt,127,81,87,BRAND
output-x112.txt,127,125,131,BRAND
output-x112.txt,127,165,169,BRAND
output-x112.txt,127,221,244,INTERNET
output-x112.txt,127,246,261,INTERNET
output-x112.txt,128,11,16,BRAND
output-x112.txt,128,42,51,INTERNET
output-x112.txt,129,76,102,INTERNET
output-x112.txt,129,104,123,INTERNET
output-x112.txt,130,16,25,INTERNET
output-x112.txt,130,62,88,INTERNET
output-x112.txt,130,90,109,INTERNET
output-x112.txt,131,58,84,INTERNET
output-x112.txt,131,86,105,INTERNET
output-x112.txt,132,0,9,INTERNET
output-x112.txt,132,119,142,INTERNET
output-x112.txt,132,144,159,INTERNET
output-x112.txt,133,5,20,PERSON
output-x112.txt,133,61,67,BRAND
output-x112.txt,134,140,145,PERSON
output-x112.txt,134,42,50,BRAND
output-x112.txt,134,168,174,BRAND
output-x112.txt,135,38,59,BRAND
output-x112.txt,135,130,153,INTERNET
output-x112.txt,135,155,170,INTERNET
output-x112.txt,136,37,42,BRAND
output-x112.txt,136,44,51,BRAND
output-x112.txt,136,81,87,BRAND
output-x112.txt,136,125,131,BRAND
output-x112.txt,136,165,169,BRAND
output-x112.txt,136,221,244,INTERNET
output-x112.txt,136,246,261,INTERNET
output-x112.txt,137,11,16,BRAND
output-x112.txt,137,42,51,INTERNET
output-x112.txt,138,76,102,INTERNET
output-x112.txt,138,104,123,INTERNET
output-x112.txt,139,16,25,INTERNET
output-x112.txt,139,62,88,INTERNET
output-x112.txt,139,90,109,INTERNET
output-x112.txt,140,58,84,INTERNET
output-x112.txt,140,86,105,INTERNET
output-x112.txt,141,0,9,INTERNET
output-x112.txt,141,119,142,INTERNET
output-x112.txt,141,144,159,INTERNET
output-x112.txt,142,5,20,PERSON
output-x112.txt,142,61,67,BRAND
output-x112.txt,143,140,145,PERSON
output-x112.txt,143,42,50,BRAND
output-x112.txt,143,168,174,BRAND
output-x112.txt,144,38,59,BRAND
output-x112.txt,144,130,153,INTERNET
output-x112.txt,144,155,170,INTERNET
output-x112.txt,145,37,42,BRAND
output-x112.txt,145,44,51,BRAND
output-x112.txt,145,81,87,BRAND
output-x112.txt,145,125,131,BRAND
output-x112.txt,145,165,169,BRAND
output-x112.txt,145,221,244,INTERNET
output-x112.txt,145,246,261,INTERNET
output-x112.txt,146,11,16,BRAND
output-x112.txt,146,42,51,INTERNET
output-x112.txt,147,76,102,INTERNET
output-x112.txt,147,104,123,INTERNET
output-x112.txt,148,16,25,INTERNET
output-x112.txt,148,62,88,INTERNET
output-x112.txt,148,90,109,INTERNET
output-x112.txt,149,58,84,INTERNET
output-x112.txt,149,86,105,INTERNET
output-x112.txt,150,0,9,INTERNET
output-x112.txt,150,119,142,INTERNET
output-x112.txt,150,144,159,INTERNET
output-x112.txt,151,5,20,PERSON
output-x112.txt,151,61,67,BRAND
output-x112.txt,152,140,145,PERSON
output-x112.txt,152,42,50,BRAND
output-x112.txt,152,168,174,BRAND
output-x112.txt,153,38,59,BRAND
output-x112.txt,153,130,153,INTERNET
output-x112.txt,153,155,170,INTERNET
output-x112.txt,154,37,42,BRAND
output-x112.txt,154,44,51,BRAND
output-x112.txt,154,81,87,BRAND
output-x112.txt,154,125,131,BRAND
output-x112.txt,154,165,169,BRAND
output-x112.txt,154,221,244,INTERNET
output-x112.txt,154,246,261,INTERNET
output-x112.txt,155,11,16,BRAND
output-x112.txt,155,42,51,INTERNET
output-x112.txt,156,76,102,INTERNET
output-x112.txt,156,104,123,INTERNET
output-x112.txt,157,16,25,INTERNET
output-x112.txt,157,62,88,INTERNET
output-x112.txt,157,90,109,INTERNET
output-x112.txt,158,58,84,INTERNET
output-x112.txt,158,86,105,INTERNET
output-x112.txt,159,0,9,INTERNET
output-x112.txt,159,119,142,INTERNET
output-x112.txt,159,144,159,INTERNET
output-x112.txt,160,5,20,PERSON
output-x112.txt,160,61,67,BRAND
output-x112.txt,161,140,145,PERSON
output-x112.txt,161,42,50,BRAND
output-x112.txt,161,168,174,BRAND
output-x112.txt,162,38,59,BRAND
output-x112.txt,162,130,153,INTERNET
output-x112.txt,162,155,170,INTERNET
output-x112.txt,163,37,42,BRAND
output-x112.txt,163,44,51,BRAND
output-x112.txt,163,81,87,BRAND
output-x112.txt,163,125,131,BRAND
output-x112.txt,163,165,169,BRAND
output-x112.txt,163,221,244,INTERNET
output-x112.txt,163,246,261,INTERNET
output-x112.txt,164,11,16,BRAND
output-x112.txt,164,42,51,INTERNET
output-x112.txt,165,76,102,INTERNET
output-x112.txt,165,104,123,INTERNET
output-x112.txt,166,16,25,INTERNET
output-x112.txt,166,62,88,INTERNET
output-x112.txt,166,90,109,INTERNET
output-x112.txt,167,58,84,INTERNET
output-x112.txt,167,86,105,INTERNET
output-x112.txt,168,0,9,INTERNET
output-x112.txt,168,119,142,INTERNET
output-x112.txt,168,144,159,INTERNET
output-x112.txt,169,5,20,PERSON
output-x112.txt,169,61,67,BRAND
output-x112.txt,170,140,145,PERSON
output-x112.txt,170,42,50,BRAND
output-x112.txt,170,168,174,BRAND
output-x112.txt,171,38,59,BRAND
output-x112.txt,171,130,153,INTERNET
output-x112.txt,171,155,170,INTERNET
output-x112.txt,172,37,42,BRAND
output-x112.txt,172,44,51,BRAND
output-x112.txt,172,81,87,BRAND
output-x112.txt,172,125,131,BRAND
output-x112.txt,172,165,169,BRAND
output-x112.txt,172,221,244,INTERNET
output-x112.txt,172,246,261,INTERNET
output-x112.txt,173,11,16,BRAND
output-x112.txt,173,42,51,INTERNET
output-x112.txt,174,76,102,INTERNET
output-x112.txt,174,104,123,INTERNET
output-x112.txt,175,16,25,INTERNET
output-x112.txt,175,62,88,INTERNET
output-x112.txt,175,90,109,INTERNET
output-x112.txt,176,58,84,INTERNET
output-x112.txt,176,86,105,INTERNET
output-x112.txt,177,0,9,INTERNET
output-x112.txt,177,119,142,INTERNET
output-x112.txt,177,144,159,INTERNET
output-x112.txt,178,5,20,PERSON
output-x112.txt,178,61,67,BRAND
output-x112.txt,179,140,145,PERSON
output-x112.txt,179,42,50,BRAND
output-x112.txt,179,168,174,BRAND
output-x112.txt,180,38,59,BRAND
output-x112.txt,180,130,153,INTERNET
output-x112.txt,180,155,170,INTERNET
output-x112.txt,181,37,42,BRAND
output-x112.txt,181,44,51,BRAND
output-x112.txt,181,81,87,BRAND
output-x112.txt,181,125,131,BRAND
output-x112.txt,181,165,169,BRAND
output-x112.txt,181,221,244,INTERNET
output-x112.txt,181,246,261,INTERNET
output-x112.txt,182,11,16,BRAND
output-x112.txt,182,42,51,INTERNET
output-x112.txt,183,76,102,INTERNET
output-x112.txt,183,104,123,INTERNET
output-x112.txt,184,16,25,INTERNET
output-x112.txt,184,62,88,INTERNET
output-x112.txt,184,90,109,INTERNET
output-x112.txt,185,58,84,INTERNET
output-x112.txt,185,86,105,INTERNET
output-x112.txt,186,0,9,INTERNET
output-x112.txt,186,119,142,INTERNET
output-x112.txt,186,144,159,INTERNET
output-x112.txt,187,5,20,PERSON
output-x112.txt,187,61,67,BRAND
output-x112.txt,188,140,145,PERSON
output-x112.txt,188,42,50,BRAND
output-x112.txt,188,168,174,BRAND
output-x112.txt,189,38,59,BRAND
output-x112.txt,189,130,153,INTERNET
output-x112.txt,189,155,170,INTERNET
output-x112.txt,190,37,42,BRAND
output-x112.txt,190,44,51,BRAND
output-x112.txt,190,81,87,BRAND
output-x112.txt,190,125,131,BRAND
output-x112.txt,190,165,169,BRAND
output-x112.txt,190,221,244,INTERNET
output-x112.txt,190,246,261,INTERNET
output-x112.txt,191,11,16,BRAND
output-x112.txt,191,42,51,INTERNET
output-x112.txt,192,76,102,INTERNET
output-x112.txt,192,104,123,INTERNET
output-x112.txt,193,16,25,INTERNET
output-x112.txt,193,62,88,INTERNET
output-x112.txt,193,90,109,INTERNET
output-x112.txt,194,58,84,INTERNET
output-x112.txt,194,86,105,INTERNET
output-x112.txt,195,0,9,INTERNET
output-x112.txt,195,119,142,INTERNET
output-x112.txt,195,144,159,INTERNET
output-x112.txt,196,5,20,PERSON
output-x112.txt,196,61,67,BRAND
output-x112.txt,197,140,145,PERSON
output-x112.txt,197,42,50,BRAND
output-x112.txt,197,168,174,BRAND
output-x112.txt,198,38,59,BRAND
output-x112.txt,198,130,153,INTERNET
output-x112.txt,198,155,170,INTERNET
output-x112.txt,199,37,42,BRAND
output-x112.txt,199,44,51,BRAND
output-x112.txt,199,81,87,BRAND
output-x112.txt,199,125,131,BRAND
output-x112.txt,199,165,169,BRAND
output-x112.txt,199,221,244,INTERNET
output-x112.txt,199,246,261,INTERNET
output-x112.txt,200,11,16,BRAND
output-x112.txt,200,42,51,INTERNET
output-x112.txt,201,76,102,INTERNET
output-x112.txt,201,104,123,INTERNET
output-x112.txt,202,16,25,INTERNET
output-x112.txt,202,62,88,INTERNET
output-x112.txt,202,90,109,INTERNET
output-x112.txt,203,58,84,INTERNET
output-x112.txt,203,86,105,INTERNET
output-x112.txt,204,0,9,INTERNET
output-x112.txt,204,119,142,INTERNET
output-x112.txt,204,144,159,INTERNET
output-x112.txt,205,5,20,PERSON
output-x112.txt,205,61,67,BRAND
output-x112.txt,206,140,145,PERSON
output-x112.txt,206,42,50,BRAND
output-x112.txt,206,168,174,BRAND
output-x112.txt,207,38,59,BRAND
output-x112.txt,207,130,153,INTERNET
output-x112.txt,207,155,170,INTERNET
output-x112.txt,208,37,42,BRAND
output-x112.txt,208,44,51,BRAND
output-x112.txt,208,81,87,BRAND
output-x112.txt,208,125,131,BRAND
output-x112.txt,208,165,169,BRAND
output-x112.txt,208,221,244,INTERNET
output-x112.txt,208,246,261,INTERNET
output-x112.txt,209,11,16,BRAND
output-x112.txt,209,42,51,INTERNET
output-x112.txt,210,76,102,INTERNET
output-x112.txt,210,104,123,INTERNET
output-x112.txt,211,16,25,INTERNET
output-x112.txt,211,62,88,INTERNET
output-x112.txt,211,90,109,INTERNET
output-x112.txt,212,58,84,INTERNET
output-x112.txt,212,86,105,INTERNET
output-x112.txt,213,0,9,INTERNET
output-x112.txt,213,119,142,INTERNET
output-x112.txt,213,144,159,INTERNET
output-x112.txt,214,5,20,PERSON
output-x112.txt,214,61,67,BRAND
output-x112.txt,215,140,145,PERSON
output-x112.txt,215,42,50,BRAND
output-x112.txt,215,168,174,BRAND
output-x112.txt,216,38,59,BRAND
output-x112.txt,216,130,153,INTERNET
output-x112.txt,216,155,170,INTERNET
output-x112.txt,217,37,42,BRAND
output-x112.txt,217,44,51,BRAND
output-x112.txt,217,81,87,BRAND
output-x112.txt,217,125,131,BRAND
output-x112.txt,217,165,169,BRAND
output-x112.txt,217,221,244,INTERNET
output-x112.txt,217,246,261,INTERNET
output-x112.txt,218,11,16,BRAND
output-x112.txt,218,42,51,INTERNET
output-x112.txt,219,76,102,INTERNET
output-x112.txt,219,104,123,INTERNET
output-x112.txt,220,16,25,INTERNET
output-x112.txt,220,62,88,INTERNET
output-x112.txt,220,90,109,INTERNET
output-x112.txt,221,58,84,INTERNET
output-x112.txt,221,86,105,INTERNET
output-x112.txt,222,0,9,INTERNET
output-x112.txt,222,119,142,INTERNET
output-x112.txt,222,144,159,INTERNET
output-x112.txt,223,5,20,PERSON
output-x112.txt,223,61,67,BRAND
output-x112.txt,224,140,145,PERSON
output-x112.txt,224,42,50,BRAND
output-x112.txt,224,168,174,BRAND
output-x112.txt,225,38,59,BRAND
output-x112.txt,225,130,153,INTERNET
output-x112.txt,225,155,170,INTERNET
output-x112.txt,226,37,42,BRAND
output-x112.txt,226,44,51,BRAND
output-x112.txt,226,81,87,BRAND
output-x112.txt,226,125,131,BRAND
output-x112.txt,226,165,169,BRAND
output-x112.txt,226,221,244,INTERNET
output-x112.txt,226,246,261,INTERNET
output-x112.txt,227,11,16,BRAND
output-x112.txt,227,42,51,INTERNET
output-x112.txt,228,76,102,INTERNET
output-x112.txt,228,104,123,INTERNET
output-x112.txt,229,16,25,INTERNET
output-x112.txt,229,62,88,INTERNET
output-x112.txt,229,90,109,INTERNET
output-x112.txt,230,58,84,INTERNET
output-x112.txt,230,86,105,INTERNET
output-x112.txt,231,0,9,INTERNET
output-x112.txt,231,119,142,INTERNET
output-x112.txt,231,144,159,INTERNET
output-x112.txt,232,5,20,PERSON
output-x112.txt,232,61,67,BRAND
output-x112.txt,233,140,145,PERSON
output-x112.txt,233,42,50,BRAND
output-x112.txt,233,168,174,BRAND
output-x112.txt,234,38,59,BRAND
output-x112.txt,234,130,153,INTERNET
output-x112.txt,234,155,170,INTERNET
output-x112.txt,235,37,42,BRAND
output-x112.txt,235,44,51,BRAND
output-x112.txt,235,81,87,BRAND
output-x112.txt,235,125,131,BRAND
output-x112.txt,235,165,169,BRAND
output-x112.txt,235,221,244,INTERNET
output-x112.txt,235,246,261,INTERNET
output-x112.txt,236,11,16,BRAND
